ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,prize1,prize2,prize3,prize4,prize5,prize6,prize7,prize8,prize9,prize10,prize11,prize12,ic,Q3,Q5,Q7,Q9,Q11,Q13,Q15,Q17,Q35,Q37,Q40,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q42,nv_nz_61_15,nv_nz_61_20,nv_nz_61_25,nv_nz_61_30,nv_nz_61_35,nv_nz_61_45,nv_nz_61_50,nv_nz_61_55,nv_nz_61_60,nv_nz_61sp,nv_nz_84_20,nv_nz_84_30,nv_nz_84_40,nv_nz_84_50,nv_nz_84_60,nv_nz_84_65,nv_nz_84_70,nv_nz_84_75,nv_nz_84_80,nv_nz_84sp,nv_nz_107_35,nv_nz_107_45,nv_nz_107_60,nv_nz_107_75,nv_nz_107_85,nv_nz_107_90,nv_nz_107_95,nv_nz_107_100,nv_nz_107_105,nv_nz_107s,nv_z_61_15,nv_z_61_20,nv_z_61_25,nv_z_61_30,nv_z_61_35,nv_z_61_45,nv_z_61_50,nv_z_61_55,nv_z_61_60,nv_z_61s,nv_z_84_20,nv_z_84_30,nv_z_84_40,nv_z_84_50,nv_z_84_60,nv_z_84_65,nv_z_84_70,nv_z_84_75,nv_z_84_80,nv_z_84,nv_z_107_35,nv_z_107_45,nv_z_107_60,nv_z_107_75,nv_z_107_85,nv_z_107_90,nv_z_107_95,nv_z_107_100,nv_z_107_105,nv_z_107s,v_nz_61_15,v_nz_61_20,v_nz_61_25,v_nz_61_30,v_nz_61_35,v_nz_61_45,v_nz_61_50,v_nz_61_55,v_nz_61_60,v_nz_61s,v_nz_84_20,v_nz_84_30,v_nz_84_40,v_nz_84_50,v_nz_84_60,v_nz_84_65,v_nz_84_70,v_nz_84_75,v_nz_84_80,v_nz_84s,v_nz_107_35,v_nz_107_45,v_nz_107_60,v_nz_107_75,v_nz_107_85,v_nz_107_90,v_nz_107_95,v_nz_107_100,v_nz_107_105,v_nz_107,v_z_61_15,v_z_61_20,v_z_61_25,v_z_61_30,v_z_61_35,v_z_61_45,v_z_61_50,v_z_61_55,v_z_61_60,v_z_61s,v_z_84_20,v_z_84_30,v_z_84_40,v_z_84_50,v_z_84_60,v_z_84_65,v_z_84_70,v_z_84_75,v_z_84_80,v_z_84s,v_z_107_35,v_z_107_45,v_z_107_60,v_z_107_75,v_z_107_85,v_z_107_90,v_z_107_95,v_z_107_100,v_z_107_105,v_z_107,Q55,rs_1_1,rs_2_1,rs_3_1,rb_1_1,rb_2_1,rb_3_1,sorbet,decide,conf,what_conf,reader,age,gender,edu,race_1,race_2,race_3,race_4,race_5,race_6,race_7,comments,thanks,LocationLatitude,LocationLongitude,LocationAccuracy
R_cUDjcInWSoDB3zn,Default Response Set,Anonymous,,,128.6.37.84,0,10/26/2015 12:19,10/26/2015 12:32,1,,,,,,,,,,,,,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,2,,15 minutes,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_2aEypx6R4xk5BqJ,Default Response Set,Anonymous,,,128.6.36.240,0,10/26/2015 12:14,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,88 dollars in 11 days,102 dollars in 28 days,57 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,57,62,66,1,I thought of my own possibility of making money. Is the money small enough to gamble and spin the wheel? Or is it not even worth risking a similar amount of money to spin the wheel one morem time. I don't the think time made much impact on receiving the money.,1,"The pictures wouldn't load correctly, so sometimes I wasn't sure which wheel he was referring to. Also, back and forth between cents and dollars were once confusing to follow.",READER,4,2,5,,,,1,,,,Quite a confusing study.. ,1,40.48350525,-74.44319916,-1
R_1dy3a4I4Kbz0M4q,Default Response Set,Anonymous,,,128.6.36.84,0,10/26/2015 12:13,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,60 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,28,10,5,1,calculating expectation of winnings ,1,some amounts in cents and others in dollars ,READER,2,2,4,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_2TznolENcZncTzu,Default Response Set,Anonymous,,,128.6.37.5,0,10/26/2015 12:19,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,62 dollars in 8 days,86 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,106 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,100,94,39,,,,1,,2,,8?,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_01Y9Ca61EnDkcfz,Default Response Set,Anonymous,,,128.6.36.71,0,10/26/2015 12:17,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,78 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,89 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,1,I'd take the safe option of getting money now rather than risking the guarantee for more ,2,,READER,2,1,4,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_ApNvGb04PmSNw41,Default Response Set,Anonymous,,,128.6.37.38,0,10/26/2015 12:15,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,62 dollars in 8 days,84 dollars in 11 days,109 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,83,90,96,,,,1,"my decision was based on the money from the wheel, the odds, and slightly about the days ",2,,READER,2,1,4,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_269AMGzODD0ElmI,Default Response Set,Anonymous,,,128.6.36.147,0,10/26/2015 12:14,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,65 dollars in 8 days,87 dollars in 11 days,105 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,49,54,53,,,,1,Guessing,1,I thought the instructions were a little bit confusing.,READER,4,1,2,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_081YQB3RNUZM7Kl,Default Response Set,Anonymous,,,128.6.37.194,0,10/26/2015 12:18,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,83 dollars in 11 days,106 dollars in 28 days,60 dollars in 8 days,89 dollars in 11 days,0 dollars in 28 days,,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,50,35,18,1,Factored both time it took to recieve money and how much money ,2,,READER,2,1,4,,,,,,,1,No,1,40.55160522,-74.46369934,-1
R_1eY8iB5iFf1h2g8,Default Response Set,Anonymous,,,128.6.37.218,0,10/26/2015 12:14,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,64 dollars in 8 days,86 dollars in 11 days,106 dollars in 28 days,60 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,,,,17,18,19,1,I decided based on the chance I had to win more than accepting that amount that day and if the amount wasn't high enough to be upset if I spun and won 0,2,,READER,2,2,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_3PS1kX1w00XE8Oz,Default Response Set,Anonymous,,,128.6.37.206,0,10/26/2015 12:14,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,62 dollars in 8 days,84 dollars in 11 days,109 dollars in 28 days,60 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,86,100,,,,1,I looked at the numbers on the wheel and looked at the numbers on the left and saw which would benefit me more. if it was marginal then i didnt really care which one it was,1,I didnt understand if the columns would be added together. or if that was just how much i would recieve,READER,2,2,3,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_1I6HgY72jSfOPL7,Default Response Set,Anonymous,,,128.6.37.134,0,10/26/2015 12:14,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,82 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62,15,1,,,,1,"I looked at the probability of earning more by spinning vs. taking the money at that time, if I felt it was too risky I chose to take the cash. I have no need for having cash right away, so I would be willing to wait a up to a couple months if it meant that I would receive more money, therefore time wasn't much of a factor on my decision.",2,,"Unsure, ten minutes?",2,1,4,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_bdZ9zl4vNpsGnZP,Default Response Set,Anonymous,,,166.171.187.186,0,10/26/2015 12:16,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,88 dollars in 11 days,112 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,,,,,,1,,,,,,,,,1,1,,2,2,2,2,1,1,1,1,1,,,,,,,,,1,1,,,,,,,,,1,1,,1,1,1,1,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,,2,2,2,2,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,2,1,,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,2,1,1,,,,,,,1,More money no matter when recieved ,1,Same question over and over again,READER,3,1,3,,,1,,,,,No,1,40.792099,-73.94390106,-1
R_31H5LD16FoQiJ0r,Default Response Set,Anonymous,,,128.6.37.197,0,10/26/2015 12:15,10/26/2015 12:32,1,,,107 dollars in 28 days,,,107 dollars in 28 days,,,,,,0 dollars in 28 days,,1,1,2,,1,2,,1,1,1,1,1,2,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,1,1,1,,,,,,,,1,1,,,,,,,1,2,1,1,,,,2,,,,,,1,,,,,,,,,2,1,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,3,,40,1,It was likely ,1,Some errors ,READER,3,1,4,,,,,,,,,1,40.55160522,-74.46369934,-1
R_2ruyvfY9HusshW6,Default Response Set,Anonymous,,,128.6.37.77,0,10/26/2015 12:14,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,87 dollars in 11 days,109 dollars in 28 days,,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,0,0,,,,1,Value over time,2,,13 min,2,1,3,1,,,,,,,I think there was dollars and cents mixup.,1,40.55160522,-74.46369934,-1
R_27x9qighK2K43hc,Default Response Set,Anonymous,,,128.6.37.8,0,10/26/2015 12:14,10/26/2015 12:32,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,62 dollars in 8 days,78 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,89 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,79,30,9,,,,1,"For the wheel, I chose whichever option I thought would be likely to be more profitable, unless the difference between the money given and the wheel were miniscule, so I could have the money sooner. The rating times section was much more arbitrary.",1,"The rating time section was so arbitrary, and the way the question was worded was a bit confusing at first.",Reader,2,2,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_WlBwcR1BEwxhxEl,Default Response Set,Anonymous,,,128.6.37.69,0,10/26/2015 12:14,10/26/2015 12:32,1,107 cents today,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,65 dollars in 8 days,82 dollars in 11 days,109 dollars in 28 days,61 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,1,2,,1,2,1,,,,,2,,,,1,1,,,,,,,,1,2,1,,,,,,,,,2,1,,,,,2,,,,1,1,,,,2,,,,,1,1,,,,,2,,,,1,1,,,,,,,,1,2,1,,,,,,,,1,2,1,,,,,,,1,,2,1,2,1,,,,,,,,1,,,2,2,,,,,1,1,,,1,,,,,,2,1,1,,,,51,42,38,1,depending on the dollar amount,1,The question,Reader,3,1,2,,,,1,,,,The question is confusing.,1,40.55160522,-74.46369934,-1
R_2wddAXnKgrQHdGh,Default Response Set,Anonymous,,,128.6.37.140,0,10/26/2015 12:19,10/26/2015 12:33,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,62 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,65 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,,,,0,,0,1,Through probability,2,,READER,2,1,2,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_2c7Ke4QdzumpqKr,Default Response Set,Anonymous,,,128.6.37.120,0,10/26/2015 12:14,10/26/2015 12:33,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,64 dollars in 8 days,78 dollars in 11 days,106 dollars in 28 days,,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,97,85,71,1,Based on probability and how different the dollar amount received today was from the amount received at a later time from the wheel,1,Was I supposed to spin the wheel every time despite choosing the given amount received today for some choices?,READER,3,2,3,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_es0N7xY67WZnPsV,Default Response Set,Anonymous,,,128.6.36.89,0,10/26/2015 12:17,10/26/2015 12:33,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,,,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,52,53,52,1,i tried to with more money and tried to decide if it is better to spin or take the money,1,i did not understand the purpose of this survey,Reader,5,2,6,1,,,,,,,it would be helpful to know more about the survey ,1,40.48350525,-74.44319916,-1
R_28M8OVuKNW3hC7n,Default Response Set,Anonymous,,,128.6.37.53,0,10/26/2015 12:13,10/26/2015 12:33,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,83 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,89 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,0,0,,,,,1,I made decision to anticipate and maximize my revenue,2,,reader,2,2,2,,,,,,,1,,1,40.55160522,-74.46369934,-1
R_11111jsLkyaXM5I,Default Response Set,Anonymous,,,128.6.37.152,0,10/26/2015 12:13,10/26/2015 12:33,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,88 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,106 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,47,66,80,1,"Basically my own personal judgement on whether the risk is worth it or not, and also whether the wait period was also worth it.",1,"Sometimes the wheel said ""cents"" as opposed to dollars. I only caught that later after a few spins, so I'm not sure if my answers in the beginning were accurate or not. I had initially been answering as if the wheel said ""dollars'.",READER,2,2,3,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_26l6P7IiYfQBumm,Default Response Set,Anonymous,,,128.6.37.115,0,10/26/2015 12:13,10/26/2015 12:33,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,64 dollars in 8 days,88 dollars in 11 days,110 dollars in 28 days,65 dollars in 8 days,0 dollars in 11 days,106 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,,,,83,66,66,1,"For the smaller amounts, I delayed the receipt of my winnings. For the larger amounts, I wanted to receive them as soon as possible.",1,I did not understand if the wheel amounts were supposed to be the same as the chart amounts. I found the constant changing between cents and dollar units to be confusing.,READER,3,2,4,,,,1,,,,,1,40.55160522,-74.46369934,-1
